X;Result
-9,37400000;-19,70204245
-9,37300000;-19,32186272
-9,37200000;-18,95609607
-9,37100000;-18,60393847
-9,37000000;-18,26464461
-9,36900000;-17,93752260
-9,36800000;-17,62192932
-9,36700000;-17,31726617
-9,36600000;-17,02297528
-9,36500000;-16,73853611
-9,36400000;-16,46346238
-9,36300000;-16,19729929
-9,36200000;-15,93962103
-9,36100000;-15,69002849
-9,36000000;-15,44814720
-9,35900000;-15,21362546
-9,35800000;-14,98613266
-9,35700000;-14,76535768
-9,35600000;-14,55100749
-9,35500000;-14,34280586
-9,35400000;-14,14049220
-9,35300000;-13,94382040
-9,35200000;-13,75255791
-9,35100000;-13,56648476
-9,35000000;-13,38539277
-9,34900000;-13,20908473
-9,34800000;-13,03737373
-9,34700000;-12,87008245
-9,34600000;-12,70704257
-9,34500000;-12,54809423
-9,34400000;-12,39308547
-9,34300000;-12,24187177
-9,34200000;-12,09431559
-9,34100000;-11,95028597
-9,34000000;-11,80972776
-9,33900000;-11,67238069
-9,33800000;-11,53820299
-9,33700000;-11,40708635
-9,33600000;-11,27892731
-9,33500000;-11,15362705
-9,33400000;-11,03109110
-9,33300000;-10,91122909
-9,33200000;-10,79395457
-9,33100000;-10,67918475
-9,33000000;-10,56684036
-9,32900000;-10,45684542
-9,32800000;-10,34912710
-9,32700000;-10,24361556
-9,32600000;-10,14024378
-9,32500000;-10,03894740
-9,32400000;-9,93966466
-9,32300000;-9,84233621
-9,32200000;-9,74690498
-9,32100000;-9,65331615
-9,32000000;-9,56151696
-9,31900000;-9,47145666
-9,31800000;-9,38308638
-9,31700000;-9,29635909
-9,31600000;-9,21122948
-9,31500000;-9,12765388
-9,31400000;-9,04559021
-9,31300000;-8,96499789
-9,31200000;-8,88583778
-9,31100000;-8,80807212
-9,31000000;-8,73166447
-9,30900000;-8,65657963
-9,30800000;-8,58278362
-9,30700000;-8,51024361
-9,30600000;-8,43892789
-9,30500000;-8,36880578
-9,30400000;-8,29984764
